molecule_chembl_id,pchembl_value,smiles,ROMol
CHEMBL1834115,6.54,Nc1c(F)c(NCCCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E7B0>
CHEMBL1078930,6.54,Nc1nonc1-c1nc2ccccc2n1CC1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E820>
CHEMBL348505,6.54,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(C(=O)O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E890>
CHEMBL4100748,6.54,Cc1ccc2c(c1)/C(=C1/Nc3ccccc3/C1=N\OCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E900>
CHEMBL1682545,6.54,c1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E970>
CHEMBL288448,6.54,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E14268E9E0>
CHEMBL3827240,6.53,CCOc1ccc(Nc2nnc(Cn3c(C)nc4ccccc43)s2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EA50>
CHEMBL4777312,6.53,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC#Cc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EAC0>
CHEMBL369316,6.53,O=C1NC(=O)C(c2cnc3ncccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EB30>
CHEMBL2024373,6.52,CCCCC/N=c1\nc(-c2ccc(OC)cc2)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EBA0>
CHEMBL593813,6.52,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EC10>
CHEMBL3734895,6.52,COc1ccc(-c2ccc3[nH]nc(C(=O)NCC4CCN(Cc5ccc(C(=O)O)o5)CC4)c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EC80>
CHEMBL351356,6.52,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268ECF0>
CHEMBL1098316,6.52,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001E14268ED60>
CHEMBL461139,6.52,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EDD0>
CHEMBL3652548,6.52,Cc1cc(Nc2n[nH]c3ncc(F)cc23)nc([C@H]2CCCC[C@@H]2C)n1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EE40>
CHEMBL4851835,6.52,O=C(NCC1CCN(Cc2ccccc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EEB0>
CHEMBL3661032,6.52,Cc1cc(-c2ccccc2Cl)nc(Nc2n[nH]c3ncc(F)cc23)c1C,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EF20>
CHEMBL2022413,6.52,OCC/N=c1\nc(-c2ccccc2)n(-c2cccc3ccccc23)s1,<rdkit.Chem.rdchem.Mol object at 0x000001E14268EF90>
CHEMBL383104,6.52,CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(N4CCCC4)cc3)c2C1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685040>
CHEMBL2182000,6.52,CN1CCN(S(=O)(=O)c2ccccc2-c2cnc(N)c(C(=O)Nc3cccnc3)n2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426850B0>
CHEMBL2022415,6.52,OCC/N=c1\nc(-c2cccc3ccccc23)n(-c2ccccc2)s1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685120>
CHEMBL3734985,6.51,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(Cl)cc4Cl)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685190>
CHEMBL3647953,6.51,Cc1nc(C)n2nc(-c3ccccc3)nc(NCCNc3ccc(C#N)cn3)c12,<rdkit.Chem.rdchem.Mol object at 0x000001E142685200>
CHEMBL4646272,6.51,COc1cc2c(CNC3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)cc3c(c2cc1OC)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x000001E142685270>
CHEMBL184656,6.51,Fc1ccc(Nc2nccc(-c3c(-c4cccc(C(F)(F)F)c4)nn4ncccc34)n2)cc1F,<rdkit.Chem.rdchem.Mol object at 0x000001E1426852E0>
CHEMBL250145,6.51,Brc1cnn2c(NCc3cccnc3)cc(-c3ccco3)nc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142685350>
CHEMBL1098939,6.51,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](N)Cc3ccccc3)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001E1426853C0>
CHEMBL550825,6.51,Cc1cc(Nc2nc(N(C)c3ccccc3)nc3ccccc23)n[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685430>
CHEMBL550925,6.51,O=C1NC(=O)C(n2ccc3ncccc32)=C1c1cn(CCCn2ccnc2)c2cc(F)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426854A0>
CHEMBL4572532,6.51,N=C1NC(=O)/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)S1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685510>
CHEMBL569046,6.51,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccc4ccccc4c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685580>
CHEMBL3736599,6.5,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)nc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426855F0>
CHEMBL4633926,6.5,FC(F)(F)c1nc2ccccc2n1Cc1nnc(SCc2cn(-c3ccccc3)nn2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685660>
CHEMBL156808,6.5,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426856D0>
CHEMBL182891,6.5,COc1ccc(-c2cc3c(NC(=O)CC4CCCC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685740>
CHEMBL5089614,6.5,CN(c1ncnc2[nH]c3cc(Br)ccc3c12)[C@H]1CCCN(CCC#N)C1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426857B0>
CHEMBL1630486,6.5,COc1ccc(Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685820>
CHEMBL491859,6.5,Cn1cc(C2=C(c3coc4cc(F)c(F)cc34)C(=O)NC2=O)c2ccc3ccccc3c21,<rdkit.Chem.rdchem.Mol object at 0x000001E142685890>
CHEMBL362030,6.5,COc1ccc(-c2cc3c(NC(=O)C4CC4)ncnc3o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685900>
CHEMBL260929,6.5,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685970>
CHEMBL2064515,6.5,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426859E0>
CHEMBL251886,6.5,COCCn1cc(-c2ccnc(Nc3ccccc3)n2)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142685A50>
CHEMBL4474810,6.5,Cc1csc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685AC0>
CHEMBL3735621,6.5,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)[O-])nc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685B30>
CHEMBL4561377,6.5,Cc1ccc(-c2ccc(/C=C3/SC(=N)NC3=O)o2)c([N+](=O)[O-])c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685BA0>
CHEMBL1630451,6.49,COc1ccc(-c2cc(-c3ccc(F)cc3)[nH]c(=O)c2O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685C10>
CHEMBL3398198,6.49,Cn1cc(C2=C(c3nnc4ccccn34)C(=O)NC2=O)c2ccc(Br)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142685C80>
CHEMBL2103840,6.49,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142685CF0>
CHEMBL2158866,6.48,CCN(CC)S(=O)(=O)c1cc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001E142685D60>
CHEMBL5078303,6.48,Cn1c(NCCCCCCCNc2c3c(nc4ccccc24)CCCC3)nc(-c2ccncc2)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001E142685DD0>
CHEMBL451857,6.48,Fc1cccc(CNc2nnc(-c3ccc4c(c3)CCO4)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685E40>
CHEMBL3735529,6.48,CCOC(=O)c1ccc(CN2CCC(CNC(=O)c3n[nH]c4ccc(OC)cc34)CC2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685EB0>
CHEMBL260928,6.48,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685F20>
CHEMBL490044,6.47,COc1ccc(COc2ccc3c(C4=C(c5cn(C)c6ccc(Br)cc56)C(=O)NC4=O)coc3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142685F90>
CHEMBL561421,6.47,CC(=O)Nc1ccc(Sc2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683040>
CHEMBL1940252,6.47,CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccc(F)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426830B0>
CHEMBL155967,6.47,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001E142683120>
CHEMBL4526685,6.47,O=C1NC(=S)N/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683190>
CHEMBL470380,6.47,Fc1cccc(CCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683200>
CHEMBL3736216,6.46,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCc4ccc(O)cc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683270>
CHEMBL427726,6.46,Cc1ccc(N2CCN(CCCNC(=O)c3nc(-c4cccnc4)no3)CC2)cc1C,<rdkit.Chem.rdchem.Mol object at 0x000001E1426832E0>
CHEMBL3736462,6.46,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(OCc5ccccc5)cc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683350>
CHEMBL4514599,6.46,COC(=O)Nc1ccc2c(c1)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x000001E1426833C0>
CHEMBL1086734,6.46,Cn1cc(C2=C(Nc3ccccc3)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142683430>
CHEMBL264162,6.45,CCCC(=O)Nc1n[nH]c2ncc(B3OC(C)(C)C(C)(C)O3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426834A0>
CHEMBL1082235,6.45,CCCC(=O)Nc1n[nH]c2cc(Cl)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142683510>
CHEMBL4529679,6.45,NC(=O)c1nc(-c2cccc(OC(F)(F)F)c2)c(-c2ccnc(NC(=O)C3CC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683580>
CHEMBL4439815,6.45,NC(=O)c1ncc(-c2cc(NC(=O)C3CC3)ncc2Br)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426835F0>
CHEMBL4787876,6.45,CN1CC=C(c2c(O)cc(O)c3c(=O)cc(-c4ccc(Sc5nc(-c6ccccc6)c[nH]5)cc4)oc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683660>
CHEMBL597754,6.45,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,<rdkit.Chem.rdchem.Mol object at 0x000001E1426836D0>
CHEMBL3943352,6.45,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142683740>
CHEMBL3734924,6.44,COc1ncccc1-c1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)o4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426837B0>
CHEMBL3099832,6.44,Cn1cc(C2=C(c3nn(CCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142683820>
CHEMBL3736476,6.44,COC(=O)c1coc(CN2CCC(CNC(=O)c3n[nH]c4ccc(Br)cc34)CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683890>
CHEMBL4520113,6.44,COc1cc(CCC(=O)Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001E142683900>
CHEMBL3734911,6.44,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCC4CCCC(C)C4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683970>
CHEMBL4632910,6.44,COc1cc2c(CNC3CCN(S(C)(=O)=O)CC3)cc3c(c2cc1OC)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x000001E1426839E0>
CHEMBL1210310,6.44,O=C(Nc1ncnc2[nH]c(-c3cccc(Cl)c3)nc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683A50>
CHEMBL4861930,6.43,OC1(c2ccccc2)CSC(=S)N1Cc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683AC0>
CHEMBL178945,6.43,CN(C)CCCn1nc(C2=C(c3cn(-c4cccs4)c4ccccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142683B30>
CHEMBL4458206,6.43,Cc1ccc(-c2cnc(N)c(/N=C/c3ccnc(NC(=O)C4CC4)c3)c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683BA0>
CHEMBL2177172,6.43,CN1CCN(S(=O)(=O)c2ccc(-c3cncc(C(=O)Nc4cccnc4)n3)cc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683C10>
CHEMBL1099290,6.43,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN(C)C)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142683C80>
CHEMBL160937,6.43,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683CF0>
CHEMBL261882,6.42,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccccc4)c(Br)cc23)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683D60>
CHEMBL1802358,6.42,O=C1NC(Nc2ccccc2)=N/C1=C\c1ccc2c(c1)OCO2,<rdkit.Chem.rdchem.Mol object at 0x000001E142683DD0>
CHEMBL3099835,6.42,CC(C)n1cc(C2=C(c3nn(CCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142683E40>
CHEMBL3828571,6.42,COc1ccc(CC(=O)NNC(=O)Cn2c(C)nc3ccccc32)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683EB0>
CHEMBL322970,6.42,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683F20>
CHEMBL1079294,6.42,Nc1nonc1-c1nc2ccccc2n1C1CCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142683F90>
CHEMBL288064,6.41,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682040>
CHEMBL158835,6.41,CSc1ccc(NC2=C(c3ccc([N+](=O)[O-])cc3)C(=O)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426820B0>
CHEMBL5086422,6.41,CN(c1ncnc2[nH]c3cc(Br)ccc3c12)C1CCCN(CCC#N)C1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682120>
CHEMBL1079040,6.41,CC(C)Cn1c(-c2nonc2N)nc2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142682190>
CHEMBL156807,6.41,COc1ccc(C2=C(Nc3ccccc3)C(=O)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682200>
CHEMBL4643895,6.41,CCc1ccc(-n2cc(CSc3nnc(Cn4c(C(F)(F)F)nc5ccccc54)o3)nn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682270>
CHEMBL3298823,6.41,O=C(CC1CNC(=O)c2cc(-c3cn[nH]c3)cn21)NCc1cccc(F)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426822E0>
CHEMBL3736399,6.4,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)o4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682350>
CHEMBL1098944,6.4,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@@H](C)N)cc21,<rdkit.Chem.rdchem.Mol object at 0x000001E1426823C0>
CHEMBL4435922,6.4,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)[C@H]3C[C@H](Cl)C3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682430>
CHEMBL3735837,6.4,COc1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(O)cc4)CC3)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426824A0>
CHEMBL308293,6.4,CCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142682510>
CHEMBL4249925,6.4,CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682580>
CHEMBL4873680,6.4,O=Cc1ccc2c(c1)[nH]c1c(NC(=O)C3CC3)nccc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426825F0>
CHEMBL318208,6.4,Cn1c2c(c3cc(Br)ccc31)CC(=O)Nc1ccccc1-2,<rdkit.Chem.rdchem.Mol object at 0x000001E142682660>
CHEMBL402228,6.39,COc1ccccc1N1CCN(CCCNC(=O)c2nc(-c3cccnc3)no2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426826D0>
CHEMBL3828352,6.39,Cc1nc2ccccc2n1Cc1nnc(NC2CCCCC2)s1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682740>
CHEMBL321421,6.39,CCN(CC)Cc1c(C(=O)N/N=C/c2ccncc2)nnn1-c1nonc1N,<rdkit.Chem.rdchem.Mol object at 0x000001E1426827B0>
CHEMBL4452888,6.39,CCCOC(=O)c1cc(-c2ccc(/C=C3/NC(=S)NC3=O)o2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001E142682820>
CHEMBL131254,6.39,O=C1NC(=O)C2=C1c1cn(c3ncccc13)CCOCCOCCOCCOCCOCCn1cc2c2cccnc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142682890>
CHEMBL5081810,6.39,CN(c1ncnc2[nH]c3cc(Br)ccc3c12)[C@@H]1CCCN(CCC#N)C1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682900>
CHEMBL347419,6.39,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682970>
CHEMBL251196,6.39,Brc1cnn2c(NCc3cccnc3)cc(C3CCNCC3)nc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426829E0>
CHEMBL434484,6.39,CSc1ccc(NC2=C(c3ccccc3)C(=O)NC2=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682A50>
CHEMBL2386100,6.39,CNCCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(Br)ccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142682AC0>
CHEMBL4751581,6.38,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3cc(OC)cc(OC)c3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682B30>
CHEMBL407958,6.38,O=C(Nc1n[nH]c2nc(-c3ccccc3)c(-c3ccccc3)cc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682BA0>
CHEMBL250369,6.38,CC(C)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682C10>
CHEMBL4455516,6.38,Nc1ncc(-c2ccc(F)cc2)cc1/N=C/c1ccnc(NC(=O)C2CC2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682C80>
CHEMBL4758751,6.38,COc1ccc(-c2ccnc(N[C@H]3CO[C@H]4[C@@H]3OC[C@@H]4NC(=O)Nc3ccc(C(C)=O)cc3)n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682CF0>
CHEMBL4449570,6.37,C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCC3)c2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682D60>
CHEMBL231950,6.37,C/C(=C1/SC(=N)NC1=O)c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682DD0>
CHEMBL260344,6.37,O=C(Nc1n[nH]c2nc(-c3ccccc3)ccc12)C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682E40>
CHEMBL261439,6.37,Nc1n[nH]c2ncc(-c3ccccc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142682EB0>
CHEMBL3091532,6.37,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001E142682F20>
CHEMBL1834113,6.36,Nc1c(F)c(NCCc2ccccc2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001E142682F90>
CHEMBL1630464,6.36,CS(=O)(=O)c1ccc(-c2nnc(Nc3ccccc3)o2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679040>
CHEMBL360878,6.36,CCCCCC(=O)Nc1ncnc2oc(-c3ccc(OC)cc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426790B0>
CHEMBL483669,6.36,COc1cc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c2cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001E142679120>
CHEMBL1834327,6.36,CC1(C)Cn2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679190>
CHEMBL3110142,6.36,Cc1ccccc1-n1nc(C)c2c3c(c4cccn4c21)C(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x000001E142679200>
CHEMBL160938,6.35,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679270>
CHEMBL400240,6.35,CS(=O)(=O)c1ccc(Nc2cc(-c3ccccc3Cl)nc3c(Br)cnn23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426792E0>
CHEMBL261264,6.35,CCCC(=O)Nc1n[nH]c2ncc(-c3ccncc3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E142679350>
CHEMBL1682342,6.35,c1ccc(CCc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426793C0>
CHEMBL1682344,6.35,c1cc2[nH]ncc2cc1-c1c[nH]nn1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679430>
CHEMBL1682358,6.35,Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,<rdkit.Chem.rdchem.Mol object at 0x000001E1426794A0>
CHEMBL3401123,6.34,C[C@@H]1CN(c2nc(-c3ccncc3F)cc(=O)n2C)[C@H](C)CO1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679510>
CHEMBL3099833,6.34,Cn1cc(C2=C(c3nn(CCCCN4CCOCC4)c4ncccc34)C(=O)NC2=O)c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x000001E142679580>
CHEMBL346107,6.34,O=C1NC(=O)C(N2CCc3ccccc32)=C1c1cccc(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426795F0>
CHEMBL77264,6.34,COc1ccc(-c2[nH]c3nccnc3c2C)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679660>
CHEMBL360573,6.34,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(C#N)cnn23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426796D0>
CHEMBL1076619,6.34,CC1=NNC(=O)/C1=N\Nc1ccccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001E142679740>
CHEMBL1080072,6.34,COc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,<rdkit.Chem.rdchem.Mol object at 0x000001E1426797B0>
CHEMBL593375,6.33,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679820>
CHEMBL4559431,6.33,O=C(/C=C/c1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccc2[nH]ccc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001E142679890>
CHEMBL458636,6.33,CCOC(=O)Cn1sc(=O)n(-c2cccc(C(=O)OCC)c2)c1=O,<rdkit.Chem.rdchem.Mol object at 0x000001E142679900>
